id,word,variant,homonym_num,part_of_speech,ru_definition
11349,килбэй,,0,verb,"отсвечивать, блестеть, лучиться, сверкать (о солнце)"
11353,килбэлдьигэс,,0,adj,"поблескивающий, сверкающий чистотой"
11357,килбэҥ,,0,noun,"блеск, сияние чего-либо"
11359,килбэҥнэс,,2,adj,"сверкающий, сияющий"
11368,килбэчигэс,,0,adj,"сверкающий, имеющий блестящую ровную поверхность, глянцевый"
11369,килбэчий,,0,verb,"ярко блестеть, светиться"
11371,килбэчиҥнэс,,0,adj,"сверкающий, блестящий, гладкий"
11378,килбээр,,0,verb,"блестеть широкой, ровной гладью"
11382,килиимэт,,0,noun,климат
11384,килииннэн,,0,verb,быть расчищенным при помощи клина
11385,килииннэс,,0,verb,вклиниваться друг в друга (о земельных участках)
11386,килиэ,,0,adj,"имеющий блестящую, ровную, гладкую поверхность"
11388,килиэ-халаа,,0,adj,"очень светлый, просторный, сверкающий"
11392,килиэйдээ,,0,verb,"намазать что-либо клеем, клеимть, приклеить что-либо к чему-либо"
11393,килиэккэ,,0,noun,"клетка, клеть (для содержания животных и птиц)"
11395,килиэп,,0,noun,хлеб (пищевой продукт)
11397,килиэптэн,,0,verb,иметь при себе хлеб
11399,килиэптээ,,0,verb,есть что-либо с хлебом
11400,килиэпчит,,0,noun,пекарь
11413,киллэм,,0,adj,"ровный, открытый, широкий (о местности)"
11422,киллэһик,,0,noun,"отдельный кусок ткани или другого материала, вставляемый в полотно в виде заплатки или украшения"
11423,киллэһиктээ,,0,verb,"вставлять, вклинивать что-либо"
11426,килчэркэй,,0,adj,"подстриженный наголо, лысый (о голове)"
11427,килэбир-халабыр,,0,adj,"бегающий, подвижный (о глазах)"
11428,килэбэчигэс,,0,adj,"блестящий (например, волосы, кожаная обувь, одежда)"
11429,килэбэчигэстиҥи,,0,adj,чуть поблескивающий
11432,килэбэчиҥнэс,,2,adj,сверкающий
